seqnames,start,end,width,strand,gc,mapp
chr1,91000001,92000000,1000000,*,40.79,0.9553207561
chr1,92000001,93000000,1000000,*,39.34,0.9599768144
chr1,93000001,94000000,1000000,*,40.64,0.962283375483375
chr1,94000001,95000000,1000000,*,41.68,0.9759217266
chr1,95000001,96000000,1000000,*,38.27,0.9823587374
chr1,96000001,97000000,1000000,*,37.33,0.9544101275
chr1,97000001,98000000,1000000,*,35.28,0.9773941766
chr1,98000001,99000000,1000000,*,36.31,0.9759110866
chr1,99000001,100000000,1000000,*,37.73,0.9671996271
chr1,100000001,101000000,1000000,*,38.15,0.9706742127
chr1,101000001,102000000,1000000,*,37.24,0.9849425342
chr1,102000001,103000000,1000000,*,34.81,0.9572196516
chr1,104000001,105000000,1000000,*,35.14,0.9549818546
chr1,105000001,106000000,1000000,*,34.37,0.9695725532
chr1,106000001,107000000,1000000,*,35.47,0.9782791679
chr1,107000001,108000000,1000000,*,37.92,0.9843344536
chr1,109000001,110000000,1000000,*,46.17,0.9696104636
chr1,110000001,111000000,1000000,*,44.45,0.9878900182
chr1,111000001,112000000,1000000,*,42.24,0.9743410242
chr1,112000001,113000000,1000000,*,43.39,0.9590001087
chr1,113000001,114000000,1000000,*,39.94,0.959031218
chr1,114000001,115000000,1000000,*,40.63,0.973610792210792
chr1,115000001,116000000,1000000,*,41.74,0.9760452507
chr1,116000001,117000000,1000000,*,43.07,0.9566314558
chr1,117000001,118000000,1000000,*,40.57,0.9699542857
chr1,118000001,119000000,1000000,*,38.02,0.9477809228
chr1,119000001,120000000,1000000,*,41.64,0.9535159699
chr1,150000001,151000000,1000000,*,43.69,0.975143709368566
chr1,151000001,152000000,1000000,*,45.74,0.9815919467
chr1,152000001,153000000,1000000,*,41.52,0.9400721678
chr1,153000001,154000000,1000000,*,45.4,0.9657108231
chr1,154000001,155000000,1000000,*,46.64,0.9768969789
chr1,155000001,156000000,1000000,*,47.33,0.954987554560413
chr1,156000001,157000000,1000000,*,50.63,0.9831555523
chr1,157000001,158000000,1000000,*,42.11,0.968981256262513
chr1,158000001,159000000,1000000,*,39.18,0.9459860127
chr1,159000001,160000000,1000000,*,40.99,0.9482095734
chr1,160000001,161000000,1000000,*,43.93,0.9694352406
chr1,162000001,163000000,1000000,*,41.38,0.9643650001
chr1,163000001,164000000,1000000,*,37.65,0.9703629414125
chr1,164000001,165000000,1000000,*,39.36,0.9720998584
chr1,165000001,166000000,1000000,*,42.1,0.9732032552
chr1,166000001,167000000,1000000,*,40.33,0.951081521
chr1,167000001,168000000,1000000,*,41.88,0.9903031355
chr1,168000001,169000000,1000000,*,40.33,0.9691343268
chr1,169000001,170000000,1000000,*,38.26,0.973235343228293
chr1,170000001,171000000,1000000,*,37.74,0.9598297876
chr1,171000001,172000000,1000000,*,39.81,0.970470833241666
chr1,172000001,173000000,1000000,*,38.13,0.9569237304
chr1,173000001,174000000,1000000,*,39.46,0.960949944199888
chr1,174000001,175000000,1000000,*,38.35,0.937088640977282
chr1,175000001,176000000,1000000,*,42.96,0.9810338984
chr1,176000001,177000000,1000000,*,39.08,0.96593207329645
chr1,177000001,178000000,1000000,*,40.76,0.961518737218737
chr1,178000001,179000000,1000000,*,39.66,0.9696294589
chr1,179000001,180000000,1000000,*,41.12,0.9717471066
chr1,180000001,181000000,1000000,*,40.98,0.9685481562
chr1,181000001,182000000,1000000,*,43.38,0.978755069455069
chr1,182000001,183000000,1000000,*,41.92,0.9840786755
chr1,183000001,184000000,1000000,*,41.19,0.978391646391646
chr1,184000001,185000000,1000000,*,39.83,0.974374056848114
chr1,185000001,186000000,1000000,*,37.92,0.9542577325
chr1,186000001,187000000,1000000,*,36.66,0.9721972728
chr1,187000001,188000000,1000000,*,35.72,0.961660985560986
chr1,188000001,189000000,1000000,*,34.34,0.9780297462
chr1,189000001,190000000,1000000,*,33.95,0.969410644310644
chr1,190000001,191000000,1000000,*,33.59,0.9850555134
chr1,191000001,192000000,1000000,*,34.42,0.9797422418
chr1,192000001,193000000,1000000,*,36.18,0.9702876199
chr1,193000001,194000000,1000000,*,36.39,0.9775520622
chr1,194000001,195000000,1000000,*,34.5,0.9733096048
chr1,195000001,196000000,1000000,*,34.2,0.978132469920538
chr1,196000001,197000000,1000000,*,34.89,0.930874558724711
chr1,197000001,198000000,1000000,*,36.23,0.97080214
chr1,198000001,199000000,1000000,*,36,0.979922582222582
chr1,199000001,200000000,1000000,*,37.03,0.975005213405213
chr1,200000001,201000000,1000000,*,41.84,0.9848163958
chr1,201000001,202000000,1000000,*,48.87,0.9853404892
chr1,202000001,203000000,1000000,*,45.75,0.9398009247
chr1,203000001,204000000,1000000,*,46.37,0.9799100184
chr1,204000001,205000000,1000000,*,47.55,0.9922397427
chr1,205000001,206000000,1000000,*,47.29,0.981767224733359
chr1,207000001,208000000,1000000,*,40.44,0.9402483786
chr1,208000001,209000000,1000000,*,42.42,0.9859682795
chr1,209000001,210000000,1000000,*,42.18,0.9775423407
chr1,210000001,211000000,1000000,*,41.05,0.969013914850467
chr1,211000001,212000000,1000000,*,42.15,0.9706364092
chr1,212000001,213000000,1000000,*,43.13,0.9713753615
chr1,213000001,214000000,1000000,*,40.79,0.972014322197957
chr1,214000001,215000000,1000000,*,40.17,0.9853420776
chr1,215000001,216000000,1000000,*,36.77,0.978367757367757
chr1,216000001,217000000,1000000,*,36.79,0.9831061569
chr1,217000001,218000000,1000000,*,37.7,0.9834355821
chr1,218000001,219000000,1000000,*,38.4,0.9791758542
chr1,219000001,220000000,1000000,*,38.1,0.9556281181
chr1,220000001,221000000,1000000,*,40.31,0.9814722162
chr1,221000001,222000000,1000000,*,39.06,0.9800439479
chr1,222000001,223000000,1000000,*,39.93,0.9361994979
chr1,224000001,225000000,1000000,*,42.3,0.9592510703
chr1,225000001,226000000,1000000,*,41.89,0.964257343214686
chr1,226000001,227000000,1000000,*,46.4,0.979443330243423
chr1,227000001,228000000,1000000,*,42.6,0.9581306475
chr1,228000001,229000000,1000000,*,47.12,0.940866557529909
chr1,229000001,230000000,1000000,*,43.58,0.9840655481
chr1,230000001,231000000,1000000,*,44.6,0.985742879042879
chr1,231000001,232000000,1000000,*,42.42,0.9759906442
chr1,232000001,233000000,1000000,*,41.87,0.9799360588
chr1,233000001,234000000,1000000,*,40.23,0.9824818717
chr1,234000001,235000000,1000000,*,43.74,0.9715700751
chr1,235000001,236000000,1000000,*,42.43,0.979724784457843
chr1,240000001,241000000,1000000,*,39.73,0.9859855379
chr1,241000001,242000000,1000000,*,39.93,0.9861429464
chr1,246000001,247000000,1000000,*,41.34,0.9623804364
chr1,247000001,248000000,1000000,*,41.2,0.9432311624
chr2,1,1000000,1000000,*,43.65,0.970291178115563
chr2,1000001,2000000,1000000,*,46.58,0.958126463558902
chr2,2000001,3000000,1000000,*,44.32,0.9799728187
chr2,3000001,4000000,1000000,*,46.54,0.965998555901824
chr2,4000001,5000000,1000000,*,38.53,0.970956273142481
chr2,5000001,6000000,1000000,*,40.39,0.970848987048987
chr2,6000001,7000000,1000000,*,40.22,0.99187717027717
chr2,7000001,8000000,1000000,*,40.92,0.9873491297
chr2,8000001,9000000,1000000,*,43.67,0.982026847853696
chr2,9000001,10000000,1000000,*,44.92,0.980113461013461
chr2,10000001,11000000,1000000,*,49.13,0.984291586683173
chr2,11000001,12000000,1000000,*,44.33,0.9777121266
chr2,12000001,13000000,1000000,*,40.34,0.979007617007617
chr2,13000001,14000000,1000000,*,35.53,0.9599720921
chr2,14000001,15000000,1000000,*,38.08,0.965337387337387
chr2,15000001,16000000,1000000,*,42.11,0.98070411000822
chr2,16000001,17000000,1000000,*,41.96,0.976555906503319
chr2,17000001,18000000,1000000,*,38.89,0.97813995973996
chr2,18000001,19000000,1000000,*,38.75,0.975301318463286
chr2,19000001,20000000,1000000,*,41.15,0.953573734221971
chr2,20000001,21000000,1000000,*,45.12,0.9793695702271
chr2,21000001,22000000,1000000,*,38.66,0.9743578935
chr2,22000001,23000000,1000000,*,37.36,0.9790018187
chr2,23000001,24000000,1000000,*,44.59,0.97442311474623
chr2,24000001,25000000,1000000,*,42.13,0.977151366151366
chr2,25000001,26000000,1000000,*,45.39,0.981244438577966
chr2,26000001,27000000,1000000,*,46.45,0.988211676111676
chr2,27000001,28000000,1000000,*,45.17,0.980790034590035
chr2,28000001,29000000,1000000,*,43.66,0.987999902599903
chr2,29000001,30000000,1000000,*,43.39,0.9863222598
chr2,30000001,31000000,1000000,*,43.33,0.9732687179
chr2,31000001,32000000,1000000,*,41.34,0.96861675809147
chr2,32000001,33000000,1000000,*,40.35,0.976737297760978
chr2,33000001,34000000,1000000,*,40.14,0.973389534008249
chr2,34000001,35000000,1000000,*,37.04,0.966531393519472
chr2,35000001,36000000,1000000,*,35.71,0.959856909184222
chr2,36000001,37000000,1000000,*,39.55,0.967271441100175
chr2,37000001,38000000,1000000,*,40.08,0.9764217326
chr2,38000001,39000000,1000000,*,42.2,0.974315621631243
chr2,39000001,40000000,1000000,*,39.28,0.979658647558648
chr2,40000001,41000000,1000000,*,36.51,0.9738561244
chr2,41000001,42000000,1000000,*,38.37,0.9749347224
chr2,42000001,43000000,1000000,*,44.07,0.9798279493
chr2,43000001,44000000,1000000,*,42.71,0.977979597759196
chr2,44000001,45000000,1000000,*,41.04,0.9830501182
chr2,45000001,46000000,1000000,*,42.71,0.9798818221
chr2,46000001,47000000,1000000,*,43.81,0.9872692268
chr2,47000001,48000000,1000000,*,44.7,0.9807807713
chr2,48000001,49000000,1000000,*,40.46,0.9736637465
chr2,49000001,50000000,1000000,*,37.24,0.967281586681587
chr2,50000001,51000000,1000000,*,35.73,0.9940949124
chr2,51000001,52000000,1000000,*,35.32,0.9691574117
chr2,52000001,53000000,1000000,*,36.06,0.977171753
chr2,53000001,54000000,1000000,*,38.35,0.974850861850862
chr2,54000001,55000000,1000000,*,40.81,0.98920678950679
chr2,55000001,56000000,1000000,*,39.46,0.964329250929251
chr2,56000001,57000000,1000000,*,37.27,0.9560285878
chr2,57000001,58000000,1000000,*,35.53,0.957111571
chr2,58000001,59000000,1000000,*,36.85,0.9701701452
chr2,59000001,60000000,1000000,*,38.29,0.974049795965711
chr2,60000001,61000000,1000000,*,42.38,0.9658928908
chr2,61000001,62000000,1000000,*,41.24,0.984766077
chr2,62000001,63000000,1000000,*,40.64,0.9650572069
chr2,63000001,64000000,1000000,*,37.81,0.966591620791621
chr2,64000001,65000000,1000000,*,42.34,0.9826562023
chr2,65000001,66000000,1000000,*,42.76,0.9783196638
chr2,66000001,67000000,1000000,*,39.08,0.948346923193846
chr2,67000001,68000000,1000000,*,38.88,0.9717604449
chr2,68000001,69000000,1000000,*,39.65,0.971185762383406
chr2,69000001,70000000,1000000,*,42.08,0.9891127555
chr2,70000001,71000000,1000000,*,44.69,0.976190793881588
chr2,71000001,72000000,1000000,*,44.8,0.9626413038
chr2,72000001,73000000,1000000,*,40.89,0.962316516116516
chr2,73000001,74000000,1000000,*,43.71,0.939494549878199
chr2,74000001,75000000,1000000,*,45.48,0.9814254363
chr2,75000001,76000000,1000000,*,39.32,0.978883437683438
chr2,76000001,77000000,1000000,*,35.89,0.9399980277
chr2,77000001,78000000,1000000,*,35.09,0.9498963755
chr2,78000001,79000000,1000000,*,35.41,0.976021536389299
chr2,79000001,80000000,1000000,*,38.35,0.9693774097
chr2,80000001,81000000,1000000,*,38.52,0.983753128606257
chr2,81000001,82000000,1000000,*,35.69,0.9741282766
chr2,82000001,83000000,1000000,*,35.09,0.9869205946
chr2,83000001,84000000,1000000,*,35.77,0.9653342686
chr2,84000001,85000000,1000000,*,40.13,0.967516543916544
chr2,85000001,86000000,1000000,*,46.84,0.9785572585
chr2,88000001,89000000,1000000,*,42.27,0.963846135969553
chr2,96000001,97000000,1000000,*,49,0.944611312224435
chr2,98000001,99000000,1000000,*,43.4,0.9767871585
chr2,99000001,100000000,1000000,*,40.72,0.97437585967586
chr2,100000001,101000000,1000000,*,43.84,0.9726198704
chr2,101000001,102000000,1000000,*,43.26,0.9788863956
chr2,102000001,103000000,1000000,*,40.23,0.976051010904044
chr2,103000001,104000000,1000000,*,36.2,0.9834468538
chr2,104000001,105000000,1000000,*,39.55,0.9889396126
chr2,105000001,106000000,1000000,*,43.25,0.982543129286259
chr2,107000001,108000000,1000000,*,38.34,0.9192277202
chr2,108000001,109000000,1000000,*,40.74,0.9168555853
chr2,112000001,113000000,1000000,*,42.48,0.9026782034
chr2,114000001,115000000,1000000,*,38.36,0.9687939386
chr2,115000001,116000000,1000000,*,36.07,0.970382044877307
chr2,116000001,117000000,1000000,*,36.37,0.9671175971
chr2,117000001,118000000,1000000,*,39.13,0.928638957
chr2,118000001,119000000,1000000,*,42.2,0.9724275361
chr2,119000001,120000000,1000000,*,43.32,0.9822854518
chr2,120000001,121000000,1000000,*,48.54,0.982704233704234
chr2,121000001,122000000,1000000,*,44.65,0.9854475708
chr2,122000001,123000000,1000000,*,39.2,0.9673915032
chr2,123000001,124000000,1000000,*,35.82,0.974637118989478
chr2,124000001,125000000,1000000,*,38.87,0.9664472558
chr2,125000001,126000000,1000000,*,36.58,0.9744428894
chr2,126000001,127000000,1000000,*,41.04,0.974988167888168
chr2,127000001,128000000,1000000,*,46.12,0.98494942489885
chr2,128000001,129000000,1000000,*,45.98,0.9719353336
chr2,129000001,130000000,1000000,*,42.49,0.960097545697546
chr2,133000001,134000000,1000000,*,39.85,0.964108687317375
chr2,134000001,135000000,1000000,*,42.51,0.961575982875983
chr2,135000001,136000000,1000000,*,39.43,0.961050268718023
chr2,136000001,137000000,1000000,*,40.89,0.9819566285
chr2,137000001,138000000,1000000,*,37.48,0.9558935361
chr2,138000001,139000000,1000000,*,37.84,0.9799674936
chr2,139000001,140000000,1000000,*,35.92,0.975664228664229
chr2,140000001,141000000,1000000,*,34.7,0.9880592075
chr2,141000001,142000000,1000000,*,35.12,0.9850795643
chr2,142000001,143000000,1000000,*,35.96,0.9750200265
chr2,143000001,144000000,1000000,*,37.03,0.97135292020584
chr2,144000001,145000000,1000000,*,37.28,0.98221805
chr2,145000001,146000000,1000000,*,35.74,0.9894889849
chr2,146000001,147000000,1000000,*,35.52,0.9803944854
chr2,147000001,148000000,1000000,*,37.81,0.974606002
chr2,148000001,149000000,1000000,*,38.59,0.959385543540068
chr2,149000001,150000000,1000000,*,39.01,0.9516796399
chr2,150000001,151000000,1000000,*,38.13,0.9874868733
chr2,151000001,152000000,1000000,*,39.4,0.9611016411
chr2,152000001,153000000,1000000,*,39.75,0.9842040417
chr2,153000001,154000000,1000000,*,36.89,0.953174481074481
chr2,154000001,155000000,1000000,*,35.31,0.97445182955183
chr2,155000001,156000000,1000000,*,34.43,0.9712647748
chr2,156000001,157000000,1000000,*,37.23,0.96256125123996
chr2,157000001,158000000,1000000,*,38.21,0.9627280316
chr2,158000001,159000000,1000000,*,40.01,0.9519902139
chr2,159000001,160000000,1000000,*,38.92,0.97753724943725
chr2,160000001,161000000,1000000,*,39.17,0.9524345317
chr2,161000001,162000000,1000000,*,36.61,0.964751038151038
chr2,162000001,163000000,1000000,*,36.13,0.9847189754
chr2,163000001,164000000,1000000,*,36.01,0.9886263997
chr2,164000001,165000000,1000000,*,36.5,0.9777753055
chr2,165000001,166000000,1000000,*,36.55,0.9699776035
chr2,166000001,167000000,1000000,*,35.55,0.9619437762
chr2,167000001,168000000,1000000,*,37.31,0.956218737956792
chr2,168000001,169000000,1000000,*,39.52,0.9842755634
chr2,169000001,170000000,1000000,*,39.3,0.9544287812
chr2,170000001,171000000,1000000,*,40.76,0.9806744356
chr2,171000001,172000000,1000000,*,39.53,0.97733526483178
chr2,172000001,173000000,1000000,*,41.83,0.97040252026103
chr2,173000001,174000000,1000000,*,40.66,0.9777609082
chr2,174000001,175000000,1000000,*,40.14,0.9777942131
chr2,175000001,176000000,1000000,*,38.7,0.9540629118
chr2,176000001,177000000,1000000,*,40.4,0.9825026729
chr2,177000001,178000000,1000000,*,39.35,0.970397605897606
chr2,178000001,179000000,1000000,*,38.47,0.9723570389
chr2,179000001,180000000,1000000,*,37.3,0.9623329008
chr2,180000001,181000000,1000000,*,36.3,0.9717612628
chr2,181000001,182000000,1000000,*,36.74,0.9795438066
chr2,182000001,183000000,1000000,*,36.88,0.9578999111
chr2,183000001,184000000,1000000,*,37.05,0.956038327838328
chr2,184000001,185000000,1000000,*,34.12,0.9803164923
chr2,185000001,186000000,1000000,*,34.52,0.9588721261
chr2,186000001,187000000,1000000,*,36.74,0.968501672
chr2,187000001,188000000,1000000,*,35.43,0.9776397001
chr2,188000001,189000000,1000000,*,35.48,0.977732183732184
chr2,189000001,190000000,1000000,*,36.74,0.9743101819
chr2,190000001,191000000,1000000,*,38.96,0.9762520397
chr2,191000001,192000000,1000000,*,39.13,0.9787262543
chr2,192000001,193000000,1000000,*,35.05,0.9669500744
chr2,193000001,194000000,1000000,*,33.82,0.960576438052876
chr2,194000001,195000000,1000000,*,34.22,0.960925113
chr2,195000001,196000000,1000000,*,37.28,0.9514181151
chr2,196000001,197000000,1000000,*,38.49,0.9714653974
chr2,197000001,198000000,1000000,*,40.18,0.952521046
chr2,198000001,199000000,1000000,*,36.48,0.981491704291704
chr2,199000001,200000000,1000000,*,38.81,0.9772121344
chr2,200000001,201000000,1000000,*,40.49,0.979864257
chr2,201000001,202000000,1000000,*,41.03,0.9595326066
chr2,202000001,203000000,1000000,*,41.57,0.9738796341
chr2,203000001,204000000,1000000,*,40.26,0.9814701802
chr2,204000001,205000000,1000000,*,38.72,0.9790777541
chr2,205000001,206000000,1000000,*,40.4,0.9862854937
chr2,206000001,207000000,1000000,*,40.1,0.9660676906
chr2,207000001,208000000,1000000,*,41.42,0.9789782881
chr2,208000001,209000000,1000000,*,38.65,0.94418567000124
chr2,209000001,210000000,1000000,*,36.61,0.9587898602
chr2,210000001,211000000,1000000,*,36.8,0.9693777187
chr2,211000001,212000000,1000000,*,35.36,0.975695083
chr2,212000001,213000000,1000000,*,35.54,0.978614094514095
chr2,213000001,214000000,1000000,*,35.89,0.9723646766
chr2,214000001,215000000,1000000,*,36.79,0.9723725965
chr2,215000001,216000000,1000000,*,39.56,0.97413948399742
chr2,216000001,217000000,1000000,*,44.16,0.984364974
chr2,217000001,218000000,1000000,*,43.97,0.9897533339
chr2,218000001,219000000,1000000,*,47.05,0.976767966867967
chr2,219000001,220000000,1000000,*,48.09,0.982427823227823
chr2,220000001,221000000,1000000,*,39.02,0.988737277837278
chr2,221000001,222000000,1000000,*,38.76,0.985198456998457
chr2,222000001,223000000,1000000,*,40.36,0.97655709414427
chr2,223000001,224000000,1000000,*,40.12,0.978256642556642
chr2,224000001,225000000,1000000,*,40.59,0.9808242557
chr2,225000001,226000000,1000000,*,37.1,0.977329735229735
chr2,226000001,227000000,1000000,*,38.63,0.9865948335
chr2,227000001,228000000,1000000,*,40.76,0.9774132282
chr2,228000001,229000000,1000000,*,37.64,0.9460121683
chr2,229000001,230000000,1000000,*,40.31,0.9868982925
chr2,230000001,231000000,1000000,*,43.09,0.973874119074119
chr2,231000001,232000000,1000000,*,46.56,0.965808088340442
chr2,232000001,233000000,1000000,*,46.05,0.9671175278
chr2,233000001,234000000,1000000,*,45.02,0.973583493985117
chr2,234000001,235000000,1000000,*,43.98,0.97381215768029
chr2,235000001,236000000,1000000,*,46.21,0.9910196687
chr2,236000001,237000000,1000000,*,45.8,0.981871948571949
chr2,237000001,238000000,1000000,*,45.78,0.982161507361507
chr2,238000001,239000000,1000000,*,47.92,0.984807452657921
chr2,239000001,240000000,1000000,*,50.32,0.985985119455369
chr2,240000001,241000000,1000000,*,52.91,0.9674422966
chr2,241000001,242000000,1000000,*,50.68,0.977210737661366
chr3,1,1000000,1000000,*,36.67,0.956404883109951
chr3,1000001,2000000,1000000,*,36.54,0.966750904410853
chr3,2000001,3000000,1000000,*,37.76,0.97956056
chr3,3000001,4000000,1000000,*,39.43,0.9640808016
chr3,4000001,5000000,1000000,*,41.06,0.962417009072145
chr3,5000001,6000000,1000000,*,40.55,0.969495875
chr3,6000001,7000000,1000000,*,37.31,0.951420561223367
chr3,7000001,8000000,1000000,*,38.17,0.9894472427
chr3,8000001,9000000,1000000,*,42.11,0.960960258239456
chr3,9000001,10000000,1000000,*,45.92,0.981502198404397
chr3,10000001,11000000,1000000,*,47.99,0.979319680539361
chr3,11000001,12000000,1000000,*,44.51,0.972905303140175
chr3,12000001,13000000,1000000,*,44.64,0.980114814774074
chr3,13000001,14000000,1000000,*,50.44,0.979587425449702
chr3,14000001,15000000,1000000,*,47,0.983885605598478
chr3,15000001,16000000,1000000,*,41.99,0.957227325754652
chr3,16000001,17000000,1000000,*,41.42,0.972762623115759
chr3,17000001,18000000,1000000,*,38.27,0.9717717526
chr3,18000001,19000000,1000000,*,37.34,0.9610500658
chr3,19000001,20000000,1000000,*,37.42,0.9475638942
chr3,20000001,21000000,1000000,*,37.74,0.9720491435
chr3,21000001,22000000,1000000,*,36.56,0.9660979989
chr3,22000001,23000000,1000000,*,36.89,0.953198363298363
chr3,23000001,24000000,1000000,*,39.97,0.9692190237
chr3,24000001,25000000,1000000,*,38.36,0.969400097184159
chr3,25000001,26000000,1000000,*,38.82,0.9841558774
chr3,26000001,27000000,1000000,*,38.08,0.9316624968
chr3,27000001,28000000,1000000,*,39.36,0.9772454573
chr3,28000001,29000000,1000000,*,37.38,0.9681588992
chr3,29000001,30000000,1000000,*,36.43,0.9761911235
chr3,30000001,31000000,1000000,*,38.08,0.9781939031
chr3,31000001,32000000,1000000,*,40.29,0.9934120584
chr3,32000001,33000000,1000000,*,43.33,0.9727459942
chr3,33000001,34000000,1000000,*,40.07,0.9720887442
chr3,34000001,35000000,1000000,*,38.14,0.9608482815
chr3,35000001,36000000,1000000,*,36.11,0.9641178373
chr3,36000001,37000000,1000000,*,39.64,0.965438564677129
chr3,37000001,38000000,1000000,*,42.57,0.9800681558
chr3,38000001,39000000,1000000,*,44.45,0.964720849
chr3,39000001,40000000,1000000,*,41.5,0.9509608917
chr3,40000001,41000000,1000000,*,41.55,0.9570523904
chr3,41000001,42000000,1000000,*,40.18,0.9542797554
chr3,42000001,43000000,1000000,*,44.74,0.9773559414
chr3,43000001,44000000,1000000,*,42.35,0.960165306257124
chr3,44000001,45000000,1000000,*,42.66,0.9802148136
chr3,45000001,46000000,1000000,*,44.5,0.9913493408
chr3,46000001,47000000,1000000,*,45.57,0.965452786005572
chr3,47000001,48000000,1000000,*,44.82,0.9796421349
chr3,48000001,49000000,1000000,*,48.01,0.972290141526345
chr3,49000001,50000000,1000000,*,49.47,0.9762491056
chr3,50000001,51000000,1000000,*,49.03,0.96768898487797
chr3,51000001,52000000,1000000,*,44.19,0.952296952104208
